Player,Jersey,Team,Division,Tier,GP,G,A,PTS,PIM,PPG
Isaac Scott,37,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Mike Effler,6,South Sound Sabercats,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Logan Winters,13,South Sound Sabercats,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Justin Yenn,16,South Sound Sabercats,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Tyler Grajek,10,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Easton Thomas,15,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Isaac Cowlishaw,2,South Sound Sabercats,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Danny Thomas,96,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Brendt Winters,26,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Lonnie Bryant,3,South Sound Sabercats,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Zach Walden,61,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Stephanie Faludi,24,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Tomas Blum,19,South Sound Sabercats,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
James Whitaker,9,South Sound Sabercats,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Alex Bucci,12,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Brody Wong,44,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Gabe Hatley,24,South Sound Sabercats,Pacific Northwest 3,Tier 3,0,0,0,0,0,0
Daniel Sosa,71,South Sound Sabercats,Pacific Northwest 3,Tier 3,1,0,0,0,0,0
Jason Rocha,27,Southcoast Blue Devils,New England 2,Tier 2,0,0,0,0,0,0
Steve Carlos,89,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,0,0
Frank Machado,5,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,4.5,0
Jonathan Chaves,87,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,1.5,0
Anthony Cordeiro,3,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,0,0
Lucas Martins,66,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,0,0
Alan Luiz,68,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,0,0
Joe Diaz,7,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,0,0
Ed Payne,91,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,1.5,0
Durval Silva,33,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,0,0
Kevin Pacheco,6,Southcoast Blue Devils,New England 2,Tier 2,3,0,0,0,0,0
Joey Gleeson,97,Southside Rats,Chicago 2,Tier 2,3,0,0,0,0,0
Eric Krasich,6,Southside Rats,Chicago 2,Tier 2,6,0,0,0,0,0
Danielle Strohmier,67,Southside Rats,Chicago 2,Tier 2,6,0,0,0,0,0
Nick Pyznarski,28,Southside Rats,Chicago 2,Tier 2,3,0,0,0,0,0
Ray Tobias,50,Southside Rats,Chicago 2,Tier 2,3,0,0,0,0,0
Paddy Gleeson,14,Southside Rats,Chicago 2,Tier 2,4,0,0,0,0,0
Eileen Mesler,21,Southside Rats,Chicago 2,Tier 2,5,0,0,0,0,0
Eddie Swietek,35,Southside Rats,Chicago 2,Tier 2,7,0,0,0,0,0
Lorissa Sernus,26,Southside Rats,Chicago 2,Tier 2,3,0,0,0,0,0
Ryan Canoy,42,Southside Stingrays,Chicago 2,Tier 2,2,0,0,0,0,0
Anton Muth,2,Southside Stingrays,Chicago 2,Tier 2,0,0,0,0,0,0
Alex Komperda,12,Southside Stingrays,Chicago 2,Tier 2,4,0,0,0,0,0
Matt McKeigue,25,Southside Stingrays,Chicago 2,Tier 2,4,0,0,0,0,0
Zach McWilliams,71,Southside Stingrays,Chicago 2,Tier 2,3,0,0,0,0,0
Tim Sitar,21,Southside Stingrays,Chicago 2,Tier 2,1,0,0,0,0,0
Eric Konieczki,11,Southside Stingrays,Chicago 2,Tier 2,4,0,0,0,0,0
Tim Komperda,27,Southside Stingrays,Chicago 2,Tier 2,4,0,0,0,0,0
Wade Bitner,66,Southside Stingrays,Chicago 2,Tier 2,4,0,0,0,0,0
Alec Pacheco,27,Steel City Revenge,Pittsburgh 2,Tier 2,4,0,0,0,4.5,0
Shawn Sinclair,77,Steel City Revenge,Pittsburgh 2,Tier 2,1,0,0,0,0,0
John Dominick,31,Steel City Revenge,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Greg Renko,5,Steel City Revenge,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Jason Weaver,51,Steel City Revenge,Pittsburgh 2,Tier 2,3,0,0,0,0,0
Brandon Cerminara,18,Steel City Revenge,Pittsburgh 2,Tier 2,4,0,0,0,0,0
Sheldon Hannan,39,Steel City Revenge,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Chris Beltz,3,Steel City Revenge,Pittsburgh 2,Tier 2,4,0,0,0,4.5,0
AJ Bopp,24,Steel City Revenge,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Josh Faust,95,Steel City Show Stoppers,Pittsburgh,Tier 1,5,0,0,0,4.5,0
Domenic Rennebeck,18,Steel City Show Stoppers,Pittsburgh,Tier 1,4,0,0,0,0,0
Jacob Fetzer,88,Steel City Show Stoppers,Pittsburgh,Tier 1,2,0,0,0,0,0
Edward Walsh,29,Steel City Show Stoppers,Pittsburgh,Tier 1,5,0,0,0,0,0
Ryan Nix,27,Steel City Show Stoppers,Pittsburgh,Tier 1,0,0,0,0,0,0
Robbie Halyama,32,Steel City Show Stoppers,Pittsburgh,Tier 1,1,0,0,0,0,0
Phil Maroon,13,Tampa Bay Thunder,Florida 2,Tier 2,0,0,0,0,0,0
TJ Lombardo,7,Tampa Bay Thunder,Florida 2,Tier 2,2,0,0,0,0,0
Anthony Samarkos,69,Tampa Bay Thunder,Florida 2,Tier 2,2,0,0,0,0,0
Shawn Fontaine,19,Tampa Bay Thunder,Florida 2,Tier 2,2,0,0,0,0,0
Mike Feldberg,10,Tampa Bay Thunder,Florida 2,Tier 2,0,0,0,0,0,0
Greg Cazzola,19,Tampa Bay Thunder,Florida 2,Tier 2,2,0,0,0,0,0
Zachary Grassinger,11,Tampa Bay Thunder,Florida 2,Tier 2,0,0,0,0,0,0
Joe Messerschmidt,9,Tampa Bay Thunder,Florida 2,Tier 2,0,0,0,0,0,0
Joe Lomangino,22,Tampa Bay Thunder,Florida 2,Tier 2,0,0,0,0,0,0
Jacob Schnapp,8,Tampa Bay Thunder,Florida 2,Tier 2,0,0,0,0,0,0
Brian Wiernicki,31,Tampa Bay Thunder,Florida 2,Tier 2,2,0,0,0,0,0
Tyler Kraft,16,Tampa Bay Thunder,Florida 2,Tier 2,0,0,0,0,0,0
Stephen Alvo,14,Tampa Bay Thunder,Florida 2,Tier 2,0,0,0,0,0,0
Tyson Winchell,69,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Mike Landry,17,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Zach Amaral,7,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Nate LaMay,47,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Donny Carter,19,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Kyle Cookson,8,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Dennis Bravo,27,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Howard Ballou,32,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Tyler Silva,31,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Ian Ballou,2,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Keith Mroz,75,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Chris Kelley,11,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Zachary Morin,77,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Arthur Silva,44,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Steve Zentgraf,14,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Nick Palazzo,36,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Adam Leander,22,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Alex Potter,9,Tri-State Terror,New England 2,Tier 2,0,0,0,0,0,0
Joe Russo,12,Tri-Town Terriers,Massachusetts,Tier 1,5,0,0,0,0,0
Ryan Peralta,91,Tri-Town Terriers,Massachusetts,Tier 1,3,0,0,0,0,0
Brett Holman,6,Tri-Town Terriers,Massachusetts,Tier 1,5,0,0,0,0,0
Nate Glynn,16,Tri-Town Terriers,Massachusetts,Tier 1,5,0,0,0,0,0
Jorden Senecal,94,Tri-Town Terriers,Massachusetts,Tier 1,5,0,0,0,0,0
Zack Warner,27,Tri-Town Terriers,Massachusetts,Tier 1,4,0,0,0,0,0
Anthony Tocci,77,Tri-Town Terriers,Massachusetts,Tier 1,5,0,0,0,0,0
Josh Espinola,61,Tri-Town Terriers,Massachusetts,Tier 1,5,0,0,0,0,0
Logan Bergeron,72,Tri-Town Terriers,Massachusetts,Tier 1,0,0,0,0,0,0
Josh Vitone,25,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,0,0
Danny Mallard,91,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,0,0
Anthony Firmani,1,Twin City Classics,Massachusetts,Tier 1,1,0,0,0,0,0
Eric Amblo,88,Twin City Classics,Massachusetts,Tier 1,1,0,0,0,0,0
Kory Fortier,9,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,1.5,0
Ryan Wilson,71,Twin City Classics,Massachusetts,Tier 1,1,0,0,0,0,0
Eric Steeves,96,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,0,0
Jay Garner,19,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,0,0
Justin Lee,7,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,0,0
Jake Tilleman,18,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,1.5,0
Zack Melanson,10,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,0,0
Jeremiah Dawes,14,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,0,0
Luke Dufresne,13,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,3,0
Darryl Mitchell,75,Twin City Classics,Massachusetts,Tier 1,3,0,0,0,0,0
Jake Brown,88,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Matt Swenson,13,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Pat Leblanc,9,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Jeff Blackington,30,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Anthony  Lasonde,71,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Brad Perry,77,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Elijah  Munoz,69,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Anthony  Romano,6,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Andy  Ladue,2,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Jeff Bryon,8,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Jonathan  Membrino,97,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Maliq Bourque,99,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Kai  Ludden,10,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Blake Macaruso,3,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Chris Douglas,11,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Luke  Dehorsey,5,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Kyle  Duplease,37,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Christopher Buscanera,27,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Josh Daniels,7,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Tim Swenson,34,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Tavish  Dehorsey,81,Wachusett Wildcats,Massachusetts 2,Tier 2,0,0,0,0,0,0
Graham Bordo,,Washington DC Haze,Washington DC,Tier 2,0,0,0,0,0,0
Mark Kourt,13,Washington DC Haze,Washington DC,Tier 2,3,0,0,0,1.5,0
Kevin Elfenbein,8,Washington DC Haze,Washington DC,Tier 2,0,0,0,0,0,0
Dave Fitzgerald,7,Washington DC Haze,Washington DC,Tier 2,1,0,0,0,0,0
Chris  Adukaitis,9,Washington DC Haze,Washington DC,Tier 2,3,0,0,0,0,0
Alex  Roth,3,Washington DC Haze,Washington DC,Tier 2,3,0,0,0,0,0
Jon Krause,5,Washington DC Haze,Washington DC,Tier 2,2,0,0,0,0,0
Austin Yager,86,Washington DC Haze,Washington DC,Tier 2,0,0,0,0,0,0
Alex Schutz,88,Washington DC Haze,Washington DC,Tier 2,0,0,0,0,0,0
Matt Satterley,18,Washington DC Haze,Washington DC,Tier 2,1,0,0,0,0,0
Pete O'Keefe,16,Washington DC Haze,Washington DC,Tier 2,2,0,0,0,0,0
Bob Heintz,22,Washington DC Haze,Washington DC,Tier 2,0,0,0,0,0,0
Paul Wilt,15,Washington DC Haze,Washington DC,Tier 2,2,0,0,0,0,0
Ryan Jacob,2,Washington DC Haze,Washington DC,Tier 2,3,0,0,0,0,0
Paul Phillips,36,Washington DC Haze,Washington DC,Tier 2,1,0,0,0,0,0
Kevin Perlow,24,Washington DC Haze,Washington DC,Tier 2,3,0,0,0,0,0
Andres Virgen,21,Washington DC Haze,Washington DC,Tier 2,1,0,0,0,1.5,0
Jake Denne,,Washington DC Haze,Washington DC,Tier 2,0,0,0,0,0,0
Ty Burdett,4,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Josh  Crotty,15,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Cole Morrill,10,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
David Boivin,88,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Chippy Bousquet,37,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Joel Colburn,44,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Jamison  Baleno,25,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Chris Merchant,7,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Zac Robideau,12,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Dom Bourque,77,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Jeremy Vesina,23,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
James Hawkins,69,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Alex Valley,90,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Trevor Dupuis,19,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Cam Hopkins,43,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Derek Plummer,2,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Russell Bilodeau,35,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Christopher  Gordon,40,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Gavin Richards,8,Western Mass Wolverines,Massachusetts 2,Tier 2,0,0,0,0,0,0
Zack Legros,7,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
Averie Roy,1,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
Dave Morse,14,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
Dylan Wazal,9,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
Cody Berkio,88,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,1.5,0
Zach Buckland,11,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
Chris Thibault,31,Winchendon Norsemen,Massachusetts 2,Tier 2,0,0,0,0,0,0
Scott Proctor,20,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
Andrew St Cyr,97,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,1.5,0
Cam McLaughlin,25,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
Sam Jaramillo,22,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
Shane Harrington,14,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
TJ Bettencourt,8,Winchendon Norsemen,Massachusetts 2,Tier 2,2,0,0,0,0,0
