Player,Jersey,Team,Division,Tier,GP,G,A,PTS,PIM,PPG
Charlie Read,97,Delco Demons,Philadelphia 2,Tier 2,2,0,0,0,0,0
Nick Tkacz,32,Delco Demons,Philadelphia 2,Tier 2,1,0,0,0,0,0
Bill Dougherty,77,Delco Devils,Philadelphia 3,Tier 3,1,0,0,0,0,0
Jarod Freese,2,Delco Devils,Philadelphia 3,Tier 3,4,0,0,0,1.5,0
James Barbier,34,Delco Devils,Philadelphia 3,Tier 3,4,0,0,0,0,0
Bob Ferraro,44,Delco Devils,Philadelphia 3,Tier 3,4,0,0,0,0,0
Eric Fiorini,28,Delco Devils,Philadelphia 3,Tier 3,2,0,0,0,3,0
Rick Christy,17,Delco Devils,Philadelphia 3,Tier 3,4,0,0,0,3,0
Mark Shaw,31,Delco Devils,Philadelphia 3,Tier 3,2,0,0,0,0,0
Anthony Graser,55,Delco Devils,Philadelphia 3,Tier 3,0,0,0,0,0,0
Skyler Hetrick,34,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Tom Goodwin,33,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Cody Reddick,8,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Tyler Kennedy,9,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Dawson Beach,81,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Ronan Miller,65,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Noah Pollock,0,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Ian Willson,18,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Garrett Kelly,63,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Bryce Rearick,95,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Eli Simmers,2,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Nicholas Pflugh,27,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
CJ McNany,16,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Shayne Wissinger,52,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Michael Johnson,25,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Patrick Kochanowski,56,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Julian Mager,91,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Alexander Petrina,89,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Cameron Kitchener,10,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Hunter Hardy,43,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Earl Tirk,17,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Austin Wilcox,59,Downtown Demigods,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Brenden Bendorf,89,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,0,0
Riley Rudolph,21,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,0,0
Sebastian Novin,86,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,0,0
Dylan Faulhaber,5,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,1.5,0
Carson Briere,16,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,0,0
Gianni Sanrocco,62,Evesham Tortugas,New Jersey,Tier 1,0,0,0,0,0,0
Blake Gray,92,Evesham Tortugas,New Jersey,Tier 1,1,0,0,0,0,0
Ryan Shaw,91,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,0,0
Jake Miller,4,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,1.5,0
Dom DiVito,2,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,0,0
Will Bahnak,22,Evesham Tortugas,New Jersey,Tier 1,2,0,0,0,0,0
Nate Taran,46,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Grant  Greico,9,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Towner French,0,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Adam  Ghering,81,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Dave Leadston,16,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Connor Miller,38,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Keith Ingram,10,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Marc Bass,4,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Misha  Freimann,12,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Mark McGrory,28,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Wayne Barrett,20,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Mitch Cratty,6,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Gordie Lucy,91,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Jon Axelsson,11,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Austin Hennelly,93,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Trey  Vita,2,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Zach Buswell,40,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Dan Reynolds,17,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Jeff Dunn,25,Falls Church Phantoms,Washington DC,Tier 2,0,0,0,0,0,0
Joey Roccia,34,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Tyler Romano,12,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Josh Rota,6,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Matthew connelly,48,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Andy Middelton,33,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Doug Hohing,20,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Aj Carusone,17,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Mike Lewis Jr,1,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Jimmy Lowry,8,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Jordan Estremera,5,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Harry Staley,19,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Mike Eckmeyer,22,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Eddy Scott,88,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Joey Russo,7,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Brent McColliigan,86,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Matt Wagner,21,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Andrew Romano,8,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Brian Kennedy,15,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Bill Lloyd,89,Garden State Monarchs,South Jersey 2,Tier 2,0,0,0,0,0,0
Adam Matthijs,15,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Melissa Sweeney,33,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Brian Evans,18,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Mark Danna,23,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Paul Boisvert,24,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Michael Gonzalez,75,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Evan Sciarello,10,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Adam Marcus,7,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Dan Grossberg,80,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Kyle Reed,21,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Luke St. John,14,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
John Sheridan,4,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Dan Lemond,55,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Kyle Hrustic,6,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Justin Van Glahn,1,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Garrett Schanck,13,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Mike Cavallo,2,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Brian Boxley,3,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Zach Matthijs,19,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Mike Gil,44,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Manny Mendes,25,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Marc Phillips,20,Garden State Titans,North Jersey 2,Tier 2,0,0,0,0,0,0
Kevin Ober,29,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Zach Burr,11,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Becca Vail,36,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Nick Albano,7,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Charles  Beswick,0,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
David Haag,21,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Steven Bron,8,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Eric Barrett,72,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Brenden Rowan,35,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Jordon Bentley,44,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Cody Bengel,55,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Sean O'Halon,18,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Richard Barrett,99,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Elijah Davis,5,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Jeff Martin,6,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Skye Langdon,22,Gloucester Twp Psychos,South Jersey 2,Tier 2,0,0,0,0,0,0
Kyle McNamara,2,Grim City Reapers,Buffalo 2,Tier 2,4,0,0,0,0,0
Richard  Leon,39,Grim City Reapers,Buffalo 2,Tier 2,1,0,0,0,0,0
Jerad Inthavong,71,Grim City Reapers,Buffalo 2,Tier 2,4,0,0,0,0,0
Charles  Vacanti,88,Grim City Reapers,Buffalo 2,Tier 2,4,0,0,0,0,0
Garrett kulczyk,13,Grim City Reapers,Buffalo 2,Tier 2,4,0,0,0,0,0
Brian  Forpahl,40,Grim City Reapers,Buffalo 2,Tier 2,3,0,0,0,0,0
Kurt Jacobs,31,Grim City Reapers,Buffalo 2,Tier 2,4,0,0,0,0,0
Nick Nacci,88,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Charlie Hixon,25,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Brian Pleis,27,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Josh Dare,66,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Karen Bauer,13,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Freddy Doll,60,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Jason Carr,87,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Joshua Sparks,11,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Ant Bentler,94,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Rob Halliday,24,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Kurt Braddock,20,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Isaiah Brewer,26,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Branden Rivera,7,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Jordan Henley,12,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Josh Walty,63,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Gregory Beadling,3,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Clayton Tisot,2,Hammonton Horsemen,South Jersey 2,Tier 2,0,0,0,0,0,0
Cory Powders,19,Harrisburg Hustle,Philadelphia 2,Tier 2,1,0,0,0,0,0
Nate Cicco,88,Harrisburg Hustle,Philadelphia 2,Tier 2,0,0,0,0,0,0
Bill Rhinier,18,Harrisburg Hustle,Philadelphia 2,Tier 2,0,0,0,0,0,0
Scott Yohe,40,Harrisburg Hustle,Philadelphia 2,Tier 2,0,0,0,0,0,0
Ben Eberly,89,Harrisburg Hustle,Philadelphia 2,Tier 2,0,0,0,0,0,0
Bryce Erb,30,Harrisburg Hustle,Philadelphia 2,Tier 2,0,0,0,0,0,0
Zach Starry,11,Harrisburg Hustle,Philadelphia 2,Tier 2,1,0,0,0,0,0
Jason Albright,14,Harrisburg Hustle,Philadelphia 2,Tier 2,1,0,0,0,0,0
Chris Baumer,81,Harrisburg Hustle,Philadelphia 2,Tier 2,0,0,0,0,0,0
Greg Goe,9,Harrisburg Hustle,Philadelphia 2,Tier 2,1,0,0,0,0,0
Brandon Tankesley,16,Harrisburg Hustle,Philadelphia 2,Tier 2,1,0,0,0,3,0
Andy Zimmerman,13,Harrisburg Hustle,Philadelphia 2,Tier 2,1,0,0,0,0,0
Robin Rineer,33,Harrisburg Hustle,Philadelphia 2,Tier 2,1,0,0,0,0,0
Frank Unger,11,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Craig Howard,71,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,0,0
Michael Saalfrank,15,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,1.5,0
Sean Lacy,48,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,0,0
Will Bedford,79,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,0,0
Jeffrey Hager,41,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Tyler Viers,12,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Jeffrey Cole,62,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Tony Young,88,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,0,0
Owen Miller,45,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Tommy Hendricks,95,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,1.5,0
Michael Thomas,89,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Anthony Buonpastore,10,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Jimmy Hughes III,31,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Justin Tohanczyn,32,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Jeremy Kohl,33,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
James Germani,2,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,0,0
Alcides Licona Jr,25,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Brandon Longacre,14,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,0,0
Brian Schoening,66,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Josh Yarrow,47,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,5,0
Anthony Rozinski,19,Hatfield Black Widows,Philadelphia 3,Tier 3,1,0,0,0,0,0
Rich Brahler,97,Hatfield Black Widows,Philadelphia 3,Tier 3,0,0,0,0,0,0
Rob Gruber,19,Hudson Saints,North Jersey 2,Tier 2,1,0,0,0,0,0
Jay Roberts,55,Hudson Saints,North Jersey 2,Tier 2,1,0,0,0,0,0
Jon Frank,9,Hudson Saints,North Jersey 2,Tier 2,2,0,0,0,0,0
Daniel Coldwell,63,Hudson Saints,North Jersey 2,Tier 2,2,0,0,0,0,0
Enzo Cutaia,57,Hudson Saints,North Jersey 2,Tier 2,2,0,0,0,0,0
Rob Bolinder,33,Hudson Saints,North Jersey 2,Tier 2,2,0,0,0,0,0
Scott Storer,13,Hudson Saints,North Jersey 2,Tier 2,2,0,0,0,0,0
Mike Bozza,69,Hudson Saints,North Jersey 2,Tier 2,2,0,0,0,0,0
Anthony Segreti,73,Hudson Saints,North Jersey 2,Tier 2,1,0,0,0,0,0
Zac Hogg,68,Hudson Saints,North Jersey 2,Tier 2,2,0,0,0,0,0
John Morach,17,Hudson Saints,North Jersey 2,Tier 2,2,0,0,0,0,0
Sam Leonardo,26,Hudson Saints,North Jersey 2,Tier 2,1,0,0,0,0,0
Adam Von Arx,11,Huntington Beach Fighting Goats,California 3,Tier 3,0,0,0,0,0,0
Josh Graves,36,Huntington Beach Fighting Goats,California 3,Tier 3,0,0,0,0,0,0
Ryan Waldo,3,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Mariah Graves,23,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Eugenia Miller,6,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Kim Wu,19,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Ed Parsons,27,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Brian Spencer,44,Huntington Beach Fighting Goats,California 3,Tier 3,0,0,0,0,0,0
Jeff Baker,20,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,1.5,0
Mike Bradley,25,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Alex Carbajal,80,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Morgan Forester,98,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
John Mayo,29,Huntington Beach Fighting Goats,California 3,Tier 3,0,0,0,0,0,0
Justin Gallagher,4,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Kyle Wilson,13,Huntington Beach Fighting Goats,California 3,Tier 3,0,0,0,0,0,0
Noah Dahlen,8,Huntington Beach Fighting Goats,California 3,Tier 3,0,0,0,0,0,0
Jim MacDonald,28,Huntington Beach Fighting Goats,California 3,Tier 3,0,0,0,0,0,0
Wyndie Fox,18,Huntington Beach Fighting Goats,California 3,Tier 3,0,0,0,0,0,0
Dave Theriot,5,Huntington Beach Fighting Goats,California 3,Tier 3,1,0,0,0,0,0
Cody Kramer,27,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
Connor Powel,77,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
Nate Ballard,4,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
Patrick Mullins,11,Indianapolis Legionaries,Indiana 3,Tier 3,0,0,0,0,0,0
James Taylor,18,Indianapolis Legionaries,Indiana 3,Tier 3,0,0,0,0,0,0
Eric Greco,44,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
Eli Cheatham,10,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
Sam Dardini,12,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
Josh King,7,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,1.5,0
Austin Thomas,25,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
William Hatter,57,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
John Edenburn,66,Indianapolis Legionaries,Indiana 3,Tier 3,1,0,0,0,0,0
Larry  Piazzi,14,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Rick Zinger,7,Iron City Blitz,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Matt Plocki,2,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Jason Dick,10,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Kyle Simmons,3,Iron City Blitz,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Joseph Heaney,16,Iron City Blitz,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Bill  Morales,86,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Ryan  Shannon,55,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Amanda Gavulic,41,Iron City Blitz,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Lanny  Noel,17,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Geno Judge,20,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Garry Yocius,30,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Dave Magliocco,72,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Tony  Gavulic,4,Iron City Blitz,Pittsburgh 2,Tier 2,1,0,0,0,1.5,0
Nate Zevola,98,Iron City Blitz,Pittsburgh 2,Tier 2,1,0,0,0,0,0
Mike Nauman,81,Iron City Blitz,Pittsburgh 2,Tier 2,0,0,0,0,0,0
Ryan Schwager,93,Jersey Dinos,Philadelphia 3,Tier 3,2,0,0,0,0,0
Kyle Ballschinder,12,Jersey Dinos,Philadelphia 3,Tier 3,3,0,0,0,1.5,0
Bryan Beatty,18,Jersey Dinos,Philadelphia 3,Tier 3,5,0,0,0,0,0
Nick Pollak,3,Jersey Dinos,Philadelphia 3,Tier 3,4,0,0,0,0,0
Bryan Rock,88,Jersey Dinos,Philadelphia 3,Tier 3,5,0,0,0,1.5,0
Peyton Truban,66,Jersey Dinos,Philadelphia 3,Tier 3,2,0,0,0,1.5,0
Robert Siracusa,44,Jersey Dinos,Philadelphia 3,Tier 3,4,0,0,0,0,0
Gavin Mcginty,28,Jersey Dinos,Philadelphia 3,Tier 3,4,0,0,0,0,0
Tyler  Galisewski,35,Jersey Dinos,Philadelphia 3,Tier 3,0,0,0,0,0,0
Adam Cohen,31,Jersey Shore Sharks,Philadelphia 3,Tier 3,0,0,0,0,0,0
Harry Meeks,9,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Travis DiMarcello,2,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Mickey Avenoso,23,Jersey Shore Sharks,Philadelphia 3,Tier 3,0,0,0,0,0,0
Ciarlante Jay,30,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Chris Hunt,10,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Mike Ciarlante,11,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Matt Safranek,27,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Robbie Bell,12,Jersey Shore Sharks,Philadelphia 3,Tier 3,0,0,0,0,0,0
Joey Rogers,98,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Kyle  Rogers,5,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Brian Liss,7,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Justin Ciarlante,57,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Steve Bayona,14,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Will Nelson,13,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Dan Kerr,76,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Kevin Cifelli,68,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Derek Anderson,37,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Dave Laureti,88,Jersey Shore Sharks,Philadelphia 3,Tier 3,1,0,0,0,0,0
Mike Canazzi,19,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Josh Tornabene,89,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Steve Davis,43,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Scott Stampfer,77,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Shawn martz,92,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Matt Casacci,3,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Brian Hanner,25,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
James Celotto,5,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Eric Sonberg,96,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Josh Twarozek,7,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Stu Monteith,66,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Nick Favata,21,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Mike Botticello,19,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Luke Farinacci,55,Lake Erie Predators,Buffalo 2,Tier 2,3,0,0,0,0,0
Chad Turner,27,Lake Erie Predators,Buffalo 2,Tier 2,2,0,0,0,0,0
Mike Malloy Sr.,24,Lakeland Caribou,New Jersey,Tier 1,2,0,0,0,0,0
Trevor Altmann,55,Lakeland Caribou,New Jersey,Tier 1,5,0,0,0,0,0
Mikey Snyder,26,Lakeland Caribou,New Jersey,Tier 1,3,0,0,0,0,0
Mike Williams,7,Lakeland Caribou,New Jersey,Tier 1,3,0,0,0,0,0
Robbie Snyder,31,Lakeland Caribou,New Jersey,Tier 1,1,0,0,0,0,0
Tyler  Morrell,33,Lakewood Ranch Manatees,Florida 2,Tier 2,0,0,0,0,0,0
Andrew Delezel,7,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Joseph Constantin,66,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Jamie Fulks,91,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Tim Hoarle,77,Lakewood Ranch Manatees,Florida 2,Tier 2,0,0,0,0,0,0
Laurent Massa,11,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Kevin Miller,17,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Jeff Gramlich,84,Lakewood Ranch Manatees,Florida 2,Tier 2,0,0,0,0,0,0
Bradley Gustafson,23,Lakewood Ranch Manatees,Florida 2,Tier 2,0,0,0,0,0,0
Jeff Kattrein,3,Lakewood Ranch Manatees,Florida 2,Tier 2,1,0,0,0,0,0
Sean Tasker,19,Lakewood Ranch Manatees,Florida 2,Tier 2,0,0,0,0,0,0
